x_c y_c z_c
0.954949 0.158165 0.251111
0.395118 0.887823 -0.235906
-0.298817 0.478703 0.825561
-0.120002 -0.460631 -0.879442
0.199639 0.954868 -0.219935
-0.89161 -0.302957 0.336525
-0.440081 -0.557941 -0.703584
-0.749422 0.116656 -0.651735
-0.57198 -0.27549 -0.772622
-0.314718 0.698877 -0.64228
0.0993224 0.979795 0.173597
0.103814 0.515457 -0.850604
-0.800633 -0.263772 0.53797
-0.680541 0.560376 0.472062
-0.424753 -0.118592 0.897508
-0.441752 -0.330057 -0.834217
-0.790155 -0.603379 0.107651
-0.184962 -0.56748 -0.802344
-0.63414 -0.568624 0.523959
-0.690083 -0.668199 -0.27802
-0.0034009 -0.530713 0.847545
0.910156 -0.411956 -0.0436783
-0.416061 0.907744 -0.0537994
-0.478794 0.523405 -0.704843
-0.794944 0.605267 0.0414316
-0.179922 -0.978535 0.100485
-0.074824 0.925223 0.371972
0.770494 0.510276 0.382043
-0.662353 -0.654694 -0.364232
0.841897 -0.155886 -0.516632
0.747147 0.639369 0.181599
-0.533389 -0.15305 -0.831909
0.262734 -0.942138 0.2082
-0.929975 -0.367621 -0.00143317
-0.893759 0.0513979 -0.445592
0.929261 -0.0473526 0.366375
-0.45531 0.431244 -0.778923
-0.0712063 0.982978 -0.169363
-0.366974 0.86785 0.334912
0.903756 0.00286647 -0.428038
0.0313107 -0.619242 -0.784576
-0.86635 0.193645 0.460368
-0.345491 0.839284 0.419808
0.294328 0.225891 0.928625
0.279359 -0.0457755 0.959095
0.647012 0.666487 0.370367
0.776673 -0.461731 -0.428466
0.512582 -0.845137 -0.151664
0.15106 0.874436 -0.461024
0.000308377 -0.904785 -0.425868
0.321143 -0.616867 -0.71857
-0.404578 0.791529 -0.458037
0.154269 -0.144849 0.977353
-0.555776 0.781574 0.283293
-0.697412 -0.420716 0.580185
-0.226545 0.906353 0.356654
0.352424 -0.411892 0.840323
0.91229 0.408142 0.0338598
-0.546795 0.818216 0.177589
0.338343 -0.190183 -0.921604
-0.273522 0.952007 -0.137365
0.802909 -0.528107 0.276479
0.960506 0.232792 -0.152431
0.945028 -0.163552 -0.283147
0.10509 -0.42899 0.897176
0.959049 -0.0620584 -0.276359
-0.0737315 0.906955 -0.414724
-0.704993 0.215214 0.675772
0.943452 -0.212494 0.25445
0.199202 -0.753373 0.626695
0.00850385 0.999371 -0.0344156
-0.922374 0.385753 0.0205215
-0.518408 0.168506 -0.838367
0.109471 0.726522 0.678367
-0.267235 -0.924746 -0.270981
0.426953 -0.866639 -0.258161
0.251519 -0.938378 -0.237035
-0.870378 0.0866092 -0.484707
-0.695224 -0.514709 0.501735
-0.322154 -0.946687 0.000929965
-0.224683 0.893945 -0.387788
0.0743727 -0.0792998 -0.994073
-0.360237 0.7863 -0.501958
-0.623505 0.666938 0.407964
-0.48771 0.693389 -0.530424
0.952346 0.284513 -0.109956
0.435553 -0.899895 0.0219756
-0.931211 0.356019 0.0780867
0.465215 -0.656778 0.593479
0.581847 0.0458346 -0.812006
-0.960473 -0.0712126 -0.269111
0.656435 0.176607 0.733419
-0.438116 0.758047 0.483135
-0.128239 -0.846906 -0.516048
0.914511 -0.283298 0.28881
0.845346 -0.47435 0.245727
0.484026 0.835335 -0.260642
0.0267249 -0.498525 -0.866463
-0.445793 -0.858858 -0.25225
0.0554047 -0.374474 -0.92558
0.417673 -0.669089 0.614711
0.48148 -0.171915 -0.859431
-0.488644 0.737565 0.466075
0.406471 0.91188 -0.057059
-0.555661 0.818406 -0.146468
0.173782 0.810928 -0.558745
-0.528655 -0.68091 0.506838
0.226796 -0.645161 -0.72961
0.953515 0.226665 0.198576
0.308909 0.571665 -0.760114
0.480938 -0.805847 0.345412
-0.332612 0.874132 0.353925
0.385067 0.504669 0.772679
-0.669498 0.578565 -0.46587
0.576226 -0.517892 0.632259
-0.73745 -0.127889 0.663183
-0.49274 -0.75821 0.426996
-0.187494 -0.585893 0.7884
0.520114 -0.193233 -0.831951
-0.939993 0.341157 0.0051104
-0.584688 0.268131 0.765667
0.741102 0.115806 0.66133
-0.376093 0.455508 0.806887
-0.603222 -0.656231 0.453304
0.0966671 0.688458 -0.718805
-0.254987 -0.732263 0.631484
0.700694 -0.455565 0.54908
0.271224 0.959209 0.0797202
0.314282 0.217292 0.924127
-0.615047 -0.113716 -0.780248
-0.0148944 0.934706 -0.355109
0.125845 -0.850662 0.510429
-0.391327 -0.505102 -0.769244
0.623329 -0.26886 -0.734285
0.945318 0.0627938 0.320048
-0.15435 -0.823723 0.54558
0.679956 -0.123455 -0.722785
-0.324472 -0.75448 -0.570506
0.987197 -0.0391794 0.154616
0.442762 -0.748396 0.493827
0.255156 0.705241 -0.661461
-0.229949 -0.429371 0.873364
-0.592944 0.159842 0.78922
0.883373 -0.468616 -0.00721852
0.796891 -0.60392 0.0156744
-0.336306 -0.935927 0.104585
0.684054 0.676162 0.273633
0.882694 -0.469946 0.00154002
-0.931531 -0.265954 0.248028
0.164509 -0.866784 0.470767
-0.932152 -0.361369 -0.0224666
0.0450011 0.0718329 -0.996401
0.381604 -0.522748 -0.762308
-0.458342 0.883965 0.0923524
0.102133 -0.949671 -0.296132
-0.38006 -0.805035 0.455493
-0.423962 -0.869014 -0.255091
0.658728 -0.597818 0.456828
-0.298132 -0.937742 -0.178207
0.364379 0.0799504 0.927812
-0.669294 -0.742336 0.0313559
0.0246848 0.409872 0.911809
-0.38067 0.835722 0.395802
0.0170675 0.839594 0.542946
0.537395 0.172343 -0.825533
-0.829102 -0.421397 0.367443
0.453526 -0.252564 -0.854708
-0.460514 -0.00970265 -0.887599
0.457148 0.744942 0.485878
-0.510183 -0.324479 -0.796509
0.420602 0.774091 -0.473157
0.158893 0.668032 -0.726971
-0.274855 -0.0197912 0.961282
0.694743 0.0881642 -0.713834
-0.778387 -0.0961135 -0.620383
0.25471 -0.964852 -0.0646712
0.793885 -0.477802 0.3761
0.405114 -0.89435 -0.189793
0.926412 -0.213751 -0.309955
-0.349293 0.93437 0.0703356
0.112587 -0.564797 0.817514
0.21978 0.96672 0.130956
-0.613132 0.669079 -0.420003
-0.512255 0.749719 0.418946
-0.974092 0.0890442 -0.207883
-0.0172711 0.768029 0.640182
0.604561 -0.283161 -0.744531
0.201958 0.961929 -0.184134
-0.212482 0.26362 0.940934
0.362084 0.0372864 0.931399
0.974954 0.0727988 0.210156
0.193322 0.948561 -0.250716
-0.736874 -0.666725 -0.111776
-0.344282 -0.181662 0.921124
-0.857368 0.164979 0.487546
0.843558 -0.399525 0.358873
0.5946 -0.542205 0.593687
-0.443467 -0.866197 0.230305
0.340503 -0.807779 0.481197
-0.740864 -0.602586 -0.296666
-0.315974 0.926857 0.202722
-0.264341 0.0189872 -0.964242
0.969343 0.245703 -0.00208118
-0.0988841 0.640624 0.761461
0.961733 -0.261312 -0.0823728
0.983128 0.144712 -0.111883
-0.19334 -0.938119 -0.287319
0.962486 0.168291 -0.212837
0.534517 -0.537203 0.652461
0.536002 0.11451 0.836415
0.58341 -0.62746 -0.51568
0.902977 -0.154271 0.401039
-0.78653 0.529317 -0.31811
0.0447658 -0.543626 0.838133
0.374054 0.535206 -0.757389
-0.557627 -0.165178 0.813492
0.541802 0.511888 -0.66665
0.907616 -0.384593 0.168289
0.554938 -0.698291 0.452143
-0.852027 0.52164 0.0440645
0.465931 -0.875695 -0.126754
-0.401687 0.876599 -0.264992
0.755541 -0.636904 -0.153333
0.876532 -0.374958 -0.301825
-0.785362 -0.517572 -0.339597
0.955726 0.0603303 0.288006
-0.16548 0.655932 0.736458
-0.799849 -0.588542 0.117724
0.39406 0.841136 -0.370415
-0.196607 -0.205985 0.958601
-0.79523 0.421739 0.435599
0.565425 0.703372 0.430769
-0.567171 0.808257 0.158231
-0.017799 0.998392 -0.0538164
0.0166769 -0.507153 -0.861695
-0.294659 0.705501 0.64455
0.521036 -0.853339 -0.0182562
0.353097 -0.168576 -0.920274
-0.0878789 -0.159341 0.983305
-0.848113 0.0724808 -0.524834
-0.322678 0.702106 -0.634765
-0.400972 -0.215798 -0.890311
0.147738 -0.754223 -0.639782
-0.249743 0.90969 -0.331801
-0.292571 0.536942 -0.791262
0.845232 0.415473 -0.336103
-0.591304 0.782096 0.196686
-0.0834563 0.955756 0.282074
-0.53184 0.0893735 0.842116
-0.214373 0.745292 0.631335
-0.392075 0.859469 -0.328011
-0.82126 -0.297373 0.486931
-0.798241 -0.506308 0.326288
-0.0503006 0.575453 -0.816287
-0.861082 -0.346627 0.372005
0.518094 -0.0452007 -0.854129
0.0169924 -0.568684 -0.822381
-0.768627 0.523093 -0.36822
-0.0183258 0.933228 0.358817
-0.317522 0.713489 0.624591
0.518319 0.516475 -0.681615
0.319149 0.932337 -0.169974
-0.937812 0.289865 0.191013
-0.59668 0.416654 -0.685838
-0.398178 -0.372727 -0.83817
-0.794559 -0.604259 -0.0595563
-0.00846108 -0.00427298 -0.999955
0.434411 -0.427488 -0.792806
0.559434 0.158776 -0.813525
-0.957611 -0.241778 0.1566
0.44428 0.0616255 0.893766
-0.594313 -0.802056 0.0591508
-0.0434572 -0.310348 0.949629
-0.657673 0.382005 0.64926
0.0439698 -0.99903 -0.00219557
0.754323 -0.595447 0.276478
-0.413408 0.543291 0.730704
-0.88939 0.3906 -0.237523
0.134972 0.936521 0.323589
-0.655866 0.671064 0.345708
0.997757 0.0186471 0.064298
-0.599377 0.727059 -0.334861
-0.0759113 0.874508 -0.479033
0.78339 -0.43905 -0.439925
-0.287083 0.938368 0.19248
-0.244315 0.888166 -0.389192
-0.529104 -0.349403 0.773283
-0.590113 -0.201355 0.781807
0.747916 -0.443838 0.493588
0.125693 0.425962 -0.895968
0.609022 -0.778665 0.150905
0.119408 -0.733832 -0.668754
0.641022 -0.600922 0.477476
-0.439328 0.0367494 -0.897575
-0.463459 -0.805069 0.370228
0.238627 -0.659542 0.712784
-0.702095 0.706104 -0.0920833
-0.814618 0.188602 -0.548476
-0.1079 -0.107419 -0.988341
-0.920415 0.316571 0.22939
0.751468 -0.147645 0.643038
0.0841855 -0.740294 0.666991
-0.781709 0.618705 -0.0783293
-0.922289 -0.0788851 -0.378366
0.663873 0.725186 0.182698
0.817587 0.434282 -0.378087
-0.128438 0.241692 -0.961815
-0.941693 0.192721 0.275814
-0.826789 -0.458266 -0.326208
0.0971272 0.909562 0.404058
-0.768139 -0.565667 -0.299972
0.231024 -0.783671 -0.576618
0.994305 -0.0837996 -0.0658431
0.789333 -0.48242 0.379768
-0.225482 -0.659029 -0.717522
-0.980042 -0.0498638 -0.192433
0.543008 0.438907 -0.715893
-0.587421 0.128111 -0.799077
-0.622003 0.661907 -0.41832
-0.601369 0.10301 0.792304
-0.73215 0.0333268 0.680328
0.129818 0.266627 -0.955017
0.589235 -0.216434 0.778433
0.316413 -0.676143 0.665367
-0.394923 0.715806 0.575897
0.460244 0.435414 0.773686
0.637675 0.21834 -0.738714
-0.878223 -0.339764 0.336578
0.542582 0.66263 0.516262
0.664242 0.747354 -0.0156238
-0.564309 -0.643169 -0.51758
-0.703321 -0.0354776 0.709987
0.502872 0.181432 0.845105
-0.385103 -0.49713 -0.777533
0.175598 0.268028 0.947273
-0.971792 -0.00721231 0.235729
0.0476906 0.532884 0.844843
-0.892153 -0.440543 0.0999268
-0.529928 -0.207065 -0.822375
0.190101 0.773426 0.60471
0.149236 0.932123 -0.329961
0.226669 0.157015 0.961232
0.0226932 0.0700498 -0.997285
-0.911611 0.393751 -0.118008
0.478557 -0.485051 0.731922
-0.718342 0.262547 -0.644247
0.21554 0.0180514 0.976328
-0.222927 -0.571476 0.789758
0.337928 0.865217 -0.370411
0.878288 0.389536 0.277257
0.727923 -0.380261 -0.570552
0.98323 0.139456 0.117522
-0.970148 -0.195752 -0.143156
-0.0318281 -0.753204 -0.657017
-0.0813556 0.98114 0.175346
0.666276 0.287915 0.687882
-0.187772 -0.78587 0.589194
-0.732532 -0.613613 0.294749
0.391335 0.183187 0.901831
0.431676 0.340851 0.835151
0.302611 -0.507454 0.806795
-0.236567 0.970937 -0.036305
-0.656657 -0.698674 -0.284
0.810564 -0.0701803 -0.58143
0.839882 -0.00494418 -0.542747
0.0953775 -0.966497 -0.2383
0.905306 0.350342 0.240169
-0.63285 0.774193 0.0111676
0.712074 0.337454 0.615692
-0.610328 0.631776 -0.477869
0.447992 -0.813406 0.371043
0.759089 -0.556144 -0.338361
0.405037 -0.84653 -0.345444
-0.053359 -0.526381 0.848573
-0.57504 -0.269663 0.772406
-0.509181 0.547107 0.664387
0.851022 -0.524571 -0.0242417
-0.493007 0.213477 0.843428
0.0610595 -0.222854 -0.972938
-0.248309 -0.947644 -0.200782
-0.682273 0.685513 0.254117
0.603024 0.79662 0.0419386
0.847768 0.529296 -0.0337052
0.31473 0.92487 -0.21345
-0.0815285 -0.888185 0.452195
0.54183 -0.67346 -0.502863
0.233296 0.971014 0.0519988
-0.494399 -0.865688 0.0784448
0.569175 0.80623 -0.161349
0.56824 -0.304989 -0.764254
0.212087 -0.0129204 -0.977165
-0.424443 0.904774 -0.0351108
-0.41869 -0.588963 -0.691246
0.214038 -0.952831 -0.215178
-0.599359 -0.320556 0.733494
0.828035 0.488343 0.275461
-0.641906 -0.492402 0.58779
0.273758 0.62317 -0.732609
-0.504546 -0.841161 -0.194633
0.856503 0.467638 0.218445
0.479903 0.853193 0.20434
-0.954428 0.262542 -0.141909
-0.408366 0.901249 0.144873
-0.511927 -0.324416 -0.795415
0.494516 -0.867548 -0.0530443
-0.801331 0.126632 -0.584666
-0.776766 -0.427267 -0.462686
-0.26225 0.82265 -0.504452
0.958633 0.280549 0.0481129
0.52969 -0.151231 -0.8346
0.820884 0.340714 -0.458328
0.810689 0.422986 0.404805
0.855337 -0.265835 0.444668
0.965014 0.124973 -0.230499
0.501931 0.00908445 -0.86486
-0.939883 -0.0855441 0.33061
-0.937605 -0.180672 -0.297077
-0.780909 0.0977398 -0.616951
0.334661 -0.80657 -0.487285
0.153534 0.820283 -0.550965
0.485215 0.317015 0.814903
0.059513 0.420666 0.905261
-0.226257 0.472673 0.851697
-0.713805 0.217226 -0.665804
-0.018051 -0.0900108 -0.995777
-0.362379 0.929563 0.067775
0.793969 0.0510151 0.605814
-0.827967 0.0321681 0.559853
-0.164234 0.875714 -0.45404
0.00881519 -0.351065 0.93631
-0.236684 -0.336998 -0.91127
0.383982 -0.770435 -0.508908
-0.0518651 0.698243 0.71398
-0.824797 0.306085 0.475418
0.331784 0.943158 0.0193058
0.885949 -0.193918 -0.421297
-0.407175 -0.606557 -0.682859
-0.977944 -0.0078697 -0.208719
-0.60197 -0.0646614 0.795896
-0.0288634 0.744596 0.666891
0.763673 0.469092 -0.443571
-0.624768 -0.387509 -0.677865
0.592649 0.058745 -0.803315
0.348721 -0.446828 0.823856
-0.605056 -0.619115 -0.500604
-0.280512 -0.845966 0.453492
0.540247 -0.237666 0.807247
-0.2488 0.641549 -0.725613
0.463795 0.63758 -0.615131
-0.553916 -0.41513 0.721695
0.727497 -0.650795 -0.21729
0.0375469 -0.164398 0.985679
-0.70893 -0.705138 -0.0140832
0.264897 -0.280022 0.922723
-0.241854 0.584219 0.774722
0.581359 -0.766429 -0.273145
-0.954707 -0.225631 -0.193972
0.20394 -0.417275 -0.885601
-0.771984 -0.497643 0.395463
0.994558 -0.0891363 -0.0539395
0.150349 0.370747 -0.916483
0.509334 -0.310851 0.802466
0.928374 -0.36929 0.0417984
0.269847 -0.357862 -0.893933
-0.650816 -0.0142388 -0.759102
0.0964997 -0.697352 0.710203
-0.95972 -0.278108 0.0399092
-0.32514 0.905673 0.272105
0.260389 0.0435553 -0.964521
0.107508 -0.719967 0.685631
0.032748 -0.510899 0.859017
-0.835148 -0.378909 0.398693
0.438972 0.789882 0.42824
-0.490231 -0.848495 -0.199324
0.359119 0.894766 -0.265382
0.42042 -0.899021 0.122509
-0.209756 -0.17811 0.961394
-0.0667976 0.417524 0.906207
-0.599302 0.193723 0.776729
-0.674523 -0.217473 0.705495
-0.0254224 -0.626062 0.779358
0.396791 -0.531214 -0.748578
-0.917464 0.395333 0.0443988
0.853103 0.311834 0.418301
-0.157524 -0.792373 0.589348
-0.66732 -0.0357596 0.743912
-0.933097 -0.330819 -0.14103
-0.0760235 0.0354089 -0.996477
0.375566 0.89781 -0.229973
0.49388 -0.754994 -0.431354
-0.391683 -0.588018 0.707686
-0.728738 0.577572 0.367901
0.456134 0.136884 -0.87932
0.8371 -0.514243 -0.186599
-0.578368 -0.677759 -0.45402
-0.73926 0.144566 -0.65772
0.1644 0.686965 0.70785
0.974789 -0.173274 0.140577
0.797394 -0.161722 -0.581385
0.840731 0.503069 -0.200232
0.421853 -0.901918 -0.0926495
-0.554665 -0.820358 0.139137
0.857783 0.251084 -0.448514
0.854771 0.47037 -0.219359
-0.646343 0.18356 0.740639
0.476363 -0.775941 -0.413514
0.781594 0.619868 0.0698202
-0.969643 0.0137303 0.244141
0.532607 -0.525876 -0.663162
-0.00476818 0.950221 0.311542
0.410118 -0.218117 -0.885567
0.215638 0.321432 0.922053
-0.485751 -0.0241436 0.873764
-0.464438 -0.79167 -0.396933
-0.084357 0.919858 0.383073
-0.42626 -0.595083 -0.681306
-0.465699 0.658918 -0.590721
-0.961496 0.236721 0.139602
-0.357048 -0.533819 -0.766521
0.608074 -0.540638 0.58134
-0.10379 0.266456 -0.958243
-0.933115 -0.225627 0.279979
-0.13432 -0.507721 0.850986
0.690547 -0.131669 0.711202
-0.91979 -0.389988 -0.0435424
-0.767565 0.0273346 -0.640388
0.352437 -0.479136 -0.803876
0.387543 -0.0921261 0.917237
0.621701 0.78028 -0.0681921
0.825657 -0.0296083 0.563395
0.623244 -0.3147 -0.715912
0.0627364 0.397218 0.915577
-0.0199399 0.956191 0.292064
0.0774396 0.632456 -0.770715
-0.379435 0.896932 -0.227028
-0.454009 -0.538987 -0.709485
0.436863 0.544667 -0.715883
0.734475 -0.272345 -0.62159
-0.727888 0.685687 0.00367676
0.798606 0.586733 -0.134066
-0.69275 -0.163053 -0.702503
0.233716 -0.59496 -0.769025
-0.307576 0.359017 0.881194
0.444033 -0.881899 0.158394
0.536739 -0.818825 -0.203561
0.469677 0.0903409 0.878204
0.119145 -0.980217 -0.158045
-0.917312 -0.289487 -0.27338
-0.882789 -0.0813166 -0.462678
-0.0137179 0.778641 0.62732
0.738784 0.0715842 -0.67013
-0.331774 -0.805099 0.491673
0.535343 -0.651563 0.537471
-0.470029 -0.618097 -0.630102
0.562895 -0.560952 0.607027
0.629317 0.701512 0.334428
-0.258839 -0.070377 0.963353
0.963925 0.068948 0.257089
-0.329841 0.833395 0.44346
-0.791582 -0.353842 -0.498191
-0.153996 0.985303 -0.0739135
-0.715007 -0.618482 -0.325953
0.131327 -0.878919 -0.458536
0.502158 -0.171893 -0.84752
-0.446776 0.0379035 -0.893843
-0.395025 0.877671 -0.271384
0.600781 0.795226 -0.0817098
0.211297 -0.401877 0.890982
-0.193717 -0.97113 -0.139214
0.0194473 0.114502 -0.993233
-0.117826 0.884813 -0.450803
-0.491055 0.867111 0.0835741
-0.640914 0.435121 -0.632375
0.339481 0.078612 -0.937322
-0.481506 -0.359031 -0.799531
-0.597672 0.701101 0.388903
-0.845028 -0.147536 -0.513967
0.109543 -0.349473 0.930521
0.892721 -0.17936 -0.413375
-0.27444 -0.349187 -0.895964
0.215159 0.419485 -0.881895
-0.552546 0.82099 -0.143763
-0.091167 -0.163521 0.982318
0.0866941 -0.155486 -0.984026
-0.498099 -0.584554 -0.640464
0.207111 0.839944 0.501597
-0.363028 0.704435 0.609903
-0.679098 -0.446593 -0.582564
-0.481171 -0.425495 0.766439
0.576063 -0.0253404 -0.817012
0.227188 -0.366938 -0.902076
-0.6396 0.345142 -0.686869
0.615651 0.655854 0.43684
0.729377 -0.515809 0.449389
-0.981151 -0.110508 -0.158529
-0.17855 0.700677 0.690776
-0.72518 -0.662131 -0.188935
0.427926 0.858095 -0.283818
0.128612 -0.522419 -0.842934
0.930479 -0.216578 -0.295471
-0.728916 -0.0463624 -0.683031
0.166029 -0.280346 -0.945431
-0.195981 -0.971267 -0.135028
0.876431 0.475503 -0.0759383
-0.448878 -0.888505 0.0952256
0.875312 0.481341 -0.0462597
0.217076 -0.690148 0.690343
-0.600918 -0.121437 -0.790032
0.820935 -0.40272 -0.404824
-0.687186 -0.325081 -0.64969
-0.0511347 -0.568385 -0.821172
-0.870537 0.309535 -0.382562
0.929561 0.360076 0.0791318
0.296678 0.136458 0.945178
0.095252 0.917185 0.386908
-0.187406 0.39406 0.899775
-0.274417 -0.171345 0.946222
0.602053 0.716316 0.352738
-0.429829 -0.610524 -0.665212
0.606941 -0.782611 0.138358
-0.270405 -0.323385 0.906809
0.453579 0.689704 0.564423
-0.324075 -0.48849 -0.810156
-0.940888 -0.26224 -0.214382
-0.534234 -0.452643 0.713938
0.14464 -0.961464 0.233807
-0.124385 0.741863 0.658914
0.0788951 0.891813 -0.445473
0.687748 0.385983 -0.614833
0.443389 -0.259698 -0.857883
-0.00437573 -0.904134 -0.427227
-0.417142 0.536646 -0.733488
-0.722786 0.0413719 -0.689833
-0.229649 -0.694504 0.681855
0.410591 -0.88928 -0.201487
0.94789 -0.0576334 -0.313342
0.0737949 -0.702656 0.707692
-0.0487754 0.548892 -0.834469
-0.151739 0.649473 -0.74509
-0.782793 0.589289 -0.199932
0.169744 0.759031 0.628537
0.314711 0.426632 -0.847905
0.0443578 0.9982 -0.0403503
0.792444 -0.555607 -0.251663
-0.421211 0.329446 0.845013
0.0225561 -0.633076 0.773761
0.899373 -0.429866 -0.0796438
-0.916995 0.37169 0.144802
0.721773 -0.690721 -0.0441505
-0.628744 -0.320167 -0.708643
0.179354 0.695325 0.695956
0.533774 0.504565 0.678601
-0.0161788 -0.144251 0.989409
0.674055 -0.734379 -0.0796112
-0.970158 -0.14935 0.19102
0.25577 -0.687268 -0.679886
-0.570547 0.638749 0.516213
-0.719612 -0.509658 -0.471601
-0.840994 0.248601 0.480548
-0.987444 0.0802087 0.136094
-0.897876 0.339564 0.280206
-0.639574 -0.402943 -0.654662
0.544316 0.00647058 -0.838855
0.340302 -0.870184 0.356334
-0.675741 0.71234 -0.189595
-0.501409 -0.79265 -0.346835
0.159421 -0.986442 0.0389581
0.90551 -0.40929 0.111952
-0.349656 0.902401 0.251821
0.633979 0.765797 -0.107821
0.0542748 -0.970472 0.23503
0.113654 0.263357 0.95798
-0.687654 -0.654017 0.315269
-0.508232 -0.212377 -0.834623
-0.667133 -0.587568 -0.457928
-0.643485 0.729499 0.231858
-0.263335 -0.0387521 -0.963926
0.596935 0.213571 -0.773341
-0.209964 -0.53536 0.818111
0.0387355 -0.783018 -0.620792
-0.0540731 -0.99193 -0.114676
0.525346 0.410887 -0.745107
-0.836843 0.484858 0.25418
-0.938971 -0.339412 0.0559824
0.707964 -0.172863 -0.684767
0.734328 0.171399 0.656799
-0.209673 -0.890023 -0.404842
0.894693 -0.43263 0.111161
-0.379098 -0.659694 -0.648914
0.654016 -0.581978 0.483285
-0.305372 -0.317662 -0.897685
0.200015 -0.234959 -0.951204
-0.650195 -0.41269 -0.637913
0.850713 -0.0363423 0.524373
0.0516096 -0.948668 -0.312035
-0.663778 0.455462 -0.593256
0.905302 -0.259939 0.335945
0.809302 -0.149216 0.568124
-0.156541 0.450084 0.879158
-0.385871 0.682293 -0.62095
-0.12133 0.611613 -0.781799
-0.843878 0.0682458 0.532177
0.0888038 -0.385406 0.918464
-0.37293 -0.501133 -0.78089
-0.167302 -0.597542 -0.78419
-0.255376 -0.418659 -0.871498
0.226717 -0.777119 -0.5871
-0.421576 -0.84714 0.323463
-0.866574 0.475548 0.151342
-0.756838 0.237283 -0.60901
-0.630139 0.72103 -0.28817
0.84603 -0.496564 -0.194053
0.651347 0.492813 -0.576959
0.0813929 -0.548259 0.832338
0.994176 0.10243 0.0335053
0.926863 -0.308416 -0.21402
-0.027256 -0.0586346 0.997907
-0.930754 0.18624 0.31466
0.22271 -0.463419 0.857697
-0.970731 0.234386 0.0523954
0.464336 -0.884164 -0.0514365
0.41035 0.0950708 -0.906959
0.165495 0.207932 -0.964041
-0.4751 0.824379 0.3077
-0.469022 0.867835 -0.163953
0.310433 0.44746 -0.838696
0.415021 -0.689342 -0.593772
-0.866374 -0.0897382 0.491267
0.0726268 -0.376944 0.923384
0.585229 0.400885 -0.704839
-0.910621 0.0177218 -0.412862
-0.803166 0.591735 -0.069103
-0.269702 0.897077 -0.350019
-0.0495036 0.909332 0.413116
-0.384416 -0.709499 -0.590624
0.289698 -0.116135 -0.950046
-0.487838 -0.755721 -0.436921
-0.182949 0.837849 -0.514333
-0.671322 -0.650107 -0.355933
-0.745823 0.53728 0.393799
0.756107 0.610455 0.235898
0.702873 -0.0798053 0.706825
0.227168 -0.0130787 -0.973768
0.58851 0.761809 -0.270747
0.875908 -0.132816 -0.463836
0.773875 -0.44518 -0.450481
-0.324432 0.944445 -0.0526059
0.0325227 -0.928017 0.371115
-0.898158 -0.0614023 -0.435364
-0.523435 -0.8077 0.271362
-0.630241 0.346083 0.694998
0.311131 -0.908204 -0.279933
0.69107 0.722149 -0.0303866
0.187387 0.382534 -0.90474
-0.194081 0.108389 -0.974979
-0.352549 -0.921757 -0.161471
-0.674813 0.721269 0.156199
-0.796293 -0.0673702 -0.601147
-0.607209 -0.480636 0.632681
0.359216 0.281605 0.889754
0.551325 0.0601627 0.832119
0.460951 -0.796326 -0.391648
0.425595 0.665592 -0.613071
0.0488126 0.48656 -0.872283
0.941468 0.209631 -0.263995
-0.98308 0.180626 -0.0304577
-0.630554 -0.7629 -0.142781
0.47574 -0.0215273 -0.879322
-0.576917 -0.4785 -0.66197
0.988606 -0.0994863 -0.112967
0.516137 0.474116 0.713314
0.224642 0.473484 0.851674
0.834427 -0.141593 0.532618
0.237953 0.282879 -0.929171
0.298994 0.570846 -0.764681
-0.859425 -0.381166 -0.340737
-0.490289 -0.508676 -0.707719
0.366436 -0.672991 -0.642501
-0.313109 0.935142 -0.165749
-0.781504 -0.0822501 0.618455
0.988259 -0.147035 0.041534
0.439813 0.0732333 0.895099
-0.93868 -0.229757 -0.257082
0.317318 0.842828 0.434685
-0.189843 0.980484 -0.0510868
0.865509 0.2606 -0.427763
0.926378 -0.181822 -0.329796
0.428742 -0.588678 -0.685302
-0.200378 -0.976402 -0.0805452
0.360845 -0.855843 0.370571
-0.961734 -0.203249 0.183733
-0.0579085 0.970976 0.23206
-0.101658 -0.151687 0.983187
0.0857444 -0.995941 0.0273804
-0.837225 -0.544679 0.048782
0.398322 -0.876169 -0.271419
0.210205 -0.408267 0.888331
0.754594 0.196545 -0.626066
-0.683438 0.728621 0.0449878
-0.645128 0.392047 0.655827
0.901202 -0.105329 -0.420405
-0.520157 0.758808 0.391978
0.897001 -0.0826187 0.434239
0.124047 0.786621 -0.604847
0.98295 -0.140785 0.118276
0.982463 -0.152722 -0.106973
-0.204589 -0.0412617 0.977978
0.119877 0.992775 -0.00524901
-0.899144 -0.137666 0.415438
0.0543498 0.734992 -0.675894
0.861118 -0.498002 0.102317
-0.487015 -0.84658 -0.214753
0.193306 -0.857562 -0.476676
-0.794924 -0.587253 0.152412
0.812774 -0.0951884 0.57475
-0.0296298 -0.800044 -0.599209
-0.678679 0.510473 -0.528026
0.939896 -0.22622 0.255774
0.378295 0.397725 -0.835887
0.106997 -0.727678 -0.677523
-0.647274 0.166629 0.743822
-0.425363 -0.743632 -0.515827
-0.201253 0.713863 0.670744
0.624887 -0.0295844 -0.780155
0.955961 -0.261887 0.13249
0.508436 0.0284133 0.860631
0.549595 -0.830704 0.08875
0.727915 -0.655515 0.201098
-0.516941 0.498518 -0.695882
-0.852083 -0.360794 -0.379187
